"Term","GO","id","level"
"mRNA trans splicing, via spliceosome","biological_process","GO:0000365",9
"intergenic mRNA trans splicing","biological_process","GO:0000366",12
"intergenic mRNA trans splicing","biological_process","GO:0000366",10
"obsolete second U12-type spliceosomal transesterification activity","molecular_function","GO:0000367",2
"Group I intron splicing","biological_process","GO:0000372",10
"Group II intron splicing","biological_process","GO:0000373",10
"Group III intron splicing","biological_process","GO:0000374",10
"RNA splicing, via transesterification reactions","biological_process","GO:0000375",8
"RNA splicing, via transesterification reactions with guanosine as nucleophile","biological_process","GO:0000376",9
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","biological_process","GO:0000377",9
"RNA exon ligation","biological_process","GO:0000378",6
"RNA exon ligation","biological_process","GO:0000378",9
"tRNA-type intron splice site recognition and cleavage","biological_process","GO:0000379",10
"tRNA-type intron splice site recognition and cleavage","biological_process","GO:0000379",8
"alternative mRNA splicing, via spliceosome","biological_process","GO:0000380",9
"alternative mRNA splicing, via spliceosome","biological_process","GO:0000380",11
"regulation of alternative mRNA splicing, via spliceosome","biological_process","GO:0000381",8
"regulation of alternative mRNA splicing, via spliceosome","biological_process","GO:0000381",12
"first spliceosomal transesterification activity","molecular_function","GO:0000384",3
"second spliceosomal transesterification activity","molecular_function","GO:0000386",3
"spliceosomal snRNP assembly","biological_process","GO:0000387",8
"spliceosomal snRNP assembly","biological_process","GO:0000387",9
"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)","biological_process","GO:0000388",8
"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)","biological_process","GO:0000388",9
"mRNA 3'-splice site recognition","biological_process","GO:0000389",8
"mRNA 3'-splice site recognition","biological_process","GO:0000389",11
"spliceosomal complex disassembly","biological_process","GO:0000390",9
"spliceosomal complex disassembly","biological_process","GO:0000390",7
"spliceosomal conformational changes to generate catalytic conformation","biological_process","GO:0000393",9
"spliceosomal conformational changes to generate catalytic conformation","biological_process","GO:0000393",8
"RNA splicing, via endonucleolytic cleavage and ligation","biological_process","GO:0000394",8
"mRNA 5'-splice site recognition","biological_process","GO:0000395",8
"mRNA 5'-splice site recognition","biological_process","GO:0000395",12
"mRNA splicing, via spliceosome","biological_process","GO:0000398",8
"cellular bud neck septin structure","cellular_component","GO:0000399",5
"cellular bud neck septin structure","cellular_component","GO:0000399",4
"four-way junction DNA binding","molecular_function","GO:0000400",8
"open form four-way junction DNA binding","molecular_function","GO:0000401",9
"crossed form four-way junction DNA binding","molecular_function","GO:0000402",9
"Y-form DNA binding","molecular_function","GO:0000403",8
"heteroduplex DNA loop binding","molecular_function","GO:0000404",8
"bubble DNA binding","molecular_function","GO:0000405",8
"double-strand/single-strand DNA junction binding","molecular_function","GO:0000406",8
"phagophore assembly site","cellular_component","GO:0000407",6
"phagophore assembly site","cellular_component","GO:0000407",5
"EKC/KEOPS complex","cellular_component","GO:0000408",5
"EKC/KEOPS complex","cellular_component","GO:0000408",4
"regulation of transcription by galactose","biological_process","GO:0000409",8
"carbon catabolite repression of transcription by galactose","biological_process","GO:0000410",8
"carbon catabolite repression of transcription by galactose","biological_process","GO:0000410",9
"carbon catabolite repression of transcription by galactose","biological_process","GO:0000410",10
"positive regulation of transcription by galactose","biological_process","GO:0000411",10
"positive regulation of transcription by galactose","biological_process","GO:0000411",8
"positive regulation of transcription by galactose","biological_process","GO:0000411",9
"histone peptidyl-prolyl isomerization","biological_process","GO:0000412",8
"histone peptidyl-prolyl isomerization","biological_process","GO:0000412",9
"protein peptidyl-prolyl isomerization","biological_process","GO:0000413",9
"regulation of histone H3-K36 methylation","biological_process","GO:0000414",9
"negative regulation of histone H3-K36 methylation","biological_process","GO:0000415",10
"negative regulation of histone H3-K36 methylation","biological_process","GO:0000415",9
"positive regulation of histone H3-K36 methylation","biological_process","GO:0000416",9
"positive regulation of histone H3-K36 methylation","biological_process","GO:0000416",10
"HIR complex","cellular_component","GO:0000417",4
"RNA polymerase IV complex","cellular_component","GO:0000418",8
"RNA polymerase IV complex","cellular_component","GO:0000418",7
"RNA polymerase V complex","cellular_component","GO:0000419",8
"RNA polymerase V complex","cellular_component","GO:0000419",7
"autophagosome membrane","cellular_component","GO:0000421",5
"autophagosome membrane","cellular_component","GO:0000421",7
"autophagy of mitochondrion","biological_process","GO:0000422",4
"mitophagy","biological_process","GO:0000423",5
"micromitophagy","biological_process","GO:0000424",5
"pexophagy","biological_process","GO:0000425",5
"micropexophagy","biological_process","GO:0000426",5
"plastid-encoded plastid RNA polymerase complex","cellular_component","GO:0000427",6
"plastid-encoded plastid RNA polymerase complex","cellular_component","GO:0000427",5
"DNA-directed RNA polymerase complex","cellular_component","GO:0000428",5
"DNA-directed RNA polymerase complex","cellular_component","GO:0000428",6
"carbon catabolite regulation of transcription from RNA polymerase II promoter","biological_process","GO:0000429",9
"carbon catabolite regulation of transcription from RNA polymerase II promoter","biological_process","GO:0000429",8
"regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000430",10
"regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000430",8
"regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000430",9
"regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000431",9
"regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000431",8
"regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000431",10
"positive regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000432",9
"positive regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000432",7
"positive regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000432",10
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000433",10
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000433",11
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0000433",9
"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000434",9
"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000434",10
"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000434",11
"positive regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000435",7
"positive regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000435",9
"positive regulation of transcription from RNA polymerase II promoter by galactose","biological_process","GO:0000435",10
"carbon catabolite activation of transcription from RNA polymerase II promoter","biological_process","GO:0000436",8
"carbon catabolite activation of transcription from RNA polymerase II promoter","biological_process","GO:0000436",6
"carbon catabolite activation of transcription from RNA polymerase II promoter","biological_process","GO:0000436",9
"carbon catabolite repression of transcription from RNA polymerase II promoter","biological_process","GO:0000437",8
"carbon catabolite repression of transcription from RNA polymerase II promoter","biological_process","GO:0000437",9
"carbon catabolite repression of transcription from RNA polymerase II promoter","biological_process","GO:0000437",10
"core TFIIH complex portion of holo TFIIH complex","cellular_component","GO:0000438",8
"core TFIIH complex portion of holo TFIIH complex","cellular_component","GO:0000438",5
"transcription factor TFIIH core complex","cellular_component","GO:0000439",4
"transcription factor TFIIH core complex","cellular_component","GO:0000439",7
"core TFIIH complex portion of NEF3 complex","cellular_component","GO:0000440",5
"core TFIIH complex portion of NEF3 complex","cellular_component","GO:0000440",7
"MIS12/MIND type complex","cellular_component","GO:0000444",4
"MIS12/MIND type complex","cellular_component","GO:0000444",6
"THO complex part of transcription export complex","cellular_component","GO:0000445",5
"nucleoplasmic THO complex","cellular_component","GO:0000446",9
"nucleoplasmic THO complex","cellular_component","GO:0000446",5
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000447",11
