,null_mock_1,null_mock_2,null_IR_1,null_IR_2,wt_IR_1,wt_IR_2,wt_IR_3,wt_IR_4,wt_mock_1,wt_mock_2,wt_mock_3,wt_mock_4
  GM9789,0,0,0,0,0,1,0,0,0,0,0,0
  GM9790,13,14,36,7,0,6,0,62,2,7,1,1
  GM9791,0,0,3,2,0,0,0,111,0,7,0,0
  GM9794,6580,7184,10935,15425,12254,8057,8509,15727,14568,7972,7292,5650
  GM9795,0,0,12,0,0,0,4,0,0,0,0,0
  GM9797,156,100,1266,935,236,116,268,360,237,155,172,85
  GM9800,40,51,79,105,85,75,51,309,30,33,48,41
  GM9803,70,99,168,15,45,36,107,78,109,62,99,127
  GM9804,0,0,0,0,2,2,0,0,0,0,0,0
  GM9805,0,0,0,1,0,0,0,0,0,0,1,0
  GM9806,153,151,87,188,122,92,128,148,171,164,142,152
  GM9812,10,9,5,7,11,7,11,6,8,10,4,4
  GM9816,5,0,6,7,0,0,0,0,0,0,0,0
  GM9817,62,47,46,48,34,37,34,31,60,66,33,68
  GM9818,31,37,24,35,35,49,36,28,59,54,25,57
  GM9821,765,590,272,356,487,329,414,499,695,697,500,931
  GM9823,0,0,0,0,3,0,2,11,0,0,0,0
  GM9824,0,3,0,1,0,2,0,0,2,2,0,1
  GM9825,0,10,2,0,0,0,2,0,3,0,0,0
  GM9826,16,23,7,15,12,18,15,19,18,22,18,11
  GM9830,175,267,231,253,223,143,167,282,342,168,166,141
  GM9833,0,0,0,5,0,0,0,0,0,0,0,0
  GM9835,2,2,0,0,0,4,0,0,2,0,0,4
  GM9836,0,0,6,3,1,4,0,0,0,0,0,0
  GM9837,0,0,0,0,0,3,0,0,0,0,0,0
  GM9840,78,70,108,143,54,35,74,146,71,42,56,36
  GM9843,11883,10516,7852,7922,5770,4109,4443,8064,13366,10829,9885,9141
  GM9844,9,15,6,11,3,3,1,2,10,9,7,6
  GM9845,109,27,101,76,64,56,68,100,89,57,25,39
  GM9847,0,0,0,0,0,0,0,0,0,0,0,0
  GM9848,1,0,0,0,1,1,0,2,0,0,1,0
  GM9850,3,1,1,1,0,1,3,2,3,1,1,2
  GM9855,3,0,9,8,10,17,3,7,9,5,3,5
  GM9857,1,0,0,0,0,0,0,0,0,0,0,0
  GM9864,6716,5383,3312,4072,3785,3331,3630,4658,7099,6279,4567,6879
  GM9869,0,0,0,0,0,0,0,0,0,1,1,0
  GM9877,144,94,64,107,112,123,76,75,116,120,86,147
  GM9881,81,54,49,85,63,63,43,55,81,96,62,78
  GM9887,100,103,89,81,58,50,57,56,123,65,56,89
  GM9890,0,0,0,0,1,0,0,1,0,0,0,0
  GM9892,49,68,132,129,106,62,24,326,66,45,76,67
  GM9894,1,1,0,0,1,0,1,0,2,0,0,0
  GM9903,64,59,42,77,28,24,60,60,85,67,54,78
  GM9913,3,3,0,9,4,1,1,1,5,0,0,4
  GM9919,45,69,85,92,66,36,67,98,89,69,37,39
  GM9920,92,68,40,71,33,46,41,38,98,97,54,79
  GM9922,1,7,2,2,5,1,4,2,2,1,2,2
  GM9923,166,216,297,241,37,94,101,173,215,123,125,207
  GM9925,0,0,0,0,0,0,0,0,0,0,0,0
  GM9930,14,4,7,10,11,12,6,2,11,9,1,27
  GM9936,75,64,48,74,48,48,46,36,82,79,54,75
  GM9938,481,473,873,817,305,227,363,405,531,527,394,541
  GM9944,0,0,0,0,0,0,0,0,0,0,0,0
  GM9945,17,18,15,18,48,46,15,13,15,22,18,34
  GM9949,46,57,11,24,693,394,865,1120,85,46,36,45
  GM9955,0,0,0,0,0,0,0,0,0,0,0,0
  GM9956,9,11,6,12,20,20,8,13,11,18,8,17
  GM9958,64,98,112,129,63,53,65,116,89,77,44,79
  GM9959,1,0,0,1,0,0,1,1,2,1,0,0
  GM996,54,23,69,79,65,45,33,40,84,67,51,88
  GM9961,15,13,10,14,45,41,54,45,12,19,17,13
  GM9964,468,361,235,353,306,287,305,258,411,395,244,543
  GM9970,26,16,3,8,14,9,11,22,19,21,14,9
  GM9972,0,0,0,0,0,0,0,0,0,0,0,1
  GM9974,73,88,93,107,72,73,61,56,104,93,47,91
  GM9978,459,392,309,415,345,285,349,313,454,428,299,414
  GM9979,13,9,7,9,17,20,8,5,14,10,15,12
  GM9985,164,138,114,209,240,237,173,194,192,183,125,230
  GM9987,1,1,1,2,0,0,2,0,1,1,2,0
  GM9988,6,3,4,9,6,6,2,3,9,5,5,1
  GM9992,0,0,0,1,1,0,0,0,0,0,0,1
  GM9994,67,34,24,56,35,24,31,28,58,38,44,74
  GM9996,0,0,0,0,2,1,0,1,0,0,0,0
  GM9999,0,0,2,0,0,0,0,0,0,0,0,0
  GMCL1,1527,1365,1084,1381,936,712,867,869,1529,1455,1080,1715
  GMCL1L,0,0,0,0,0,0,0,0,0,0,0,0
  GMDS,359,302,464,470,336,221,437,372,434,375,301,412
  GMEB1,2148,2017,1672,2545,1346,1079,1338,1588,2314,2019,1453,2225
  GMEB2,2115,1939,1524,1768,1009,783,1197,1392,2169,1981,1421,1889
  GMFB,5800,5258,5592,5795,1670,1224,2650,2600,6032,5010,4254,5188
  GMFG,3666,3649,749,1277,997,676,715,875,4088,3080,2685,2898
  GMIP,8069,6697,5065,5585,3673,2541,3739,3986,7959,7540,5557,8413
  GML,18,9,30,29,14,2,4,4,56,38,34,11
  GML2,12,0,8,11,3,3,2,2,25,10,11,5
  GMNC,0,2,0,0,5,2,1,1,3,1,0,3
  GMNN,239,201,369,376,119,71,132,134,478,255,246,200
  GMPPA,826,783,848,1117,612,449,707,910,1243,963,722,802
  GMPPB,957,824,1849,1991,711,547,891,897,1057,858,714,866
  GMPR,14,32,4,24,13,16,7,5,20,15,9,16
  GMPR2,927,975,1031,1229,605,404,639,713,1251,957,772,994
  GMPS,2718,2646,5260,5327,1822,1399,2572,2498,3382,2714,2145,2531
  GNA11,874,801,899,801,550,438,698,841,953,835,590,833
  GNA12,1711,1703,1354,1833,914,507,863,995,2546,2068,1763,2091
  GNA13,7466,6584,7625,6590,2674,2071,3501,3588,7603,6521,5428,7615
  GNA14,62,57,44,63,46,28,35,38,79,53,43,65
  GNA15,471,369,172,178,1041,671,1578,2074,535,462,372,497
  GNAI1,2,3,2,4,7,1,3,1,3,12,10,8
  GNAI2,10985,10966,6265,6608,4452,2962,3699,4807,13758,10450,8570,11326
  GNAI3,4128,3898,5886,5530,2011,1367,2994,3054,4751,3906,3193,3783
  GNAL,802,672,581,789,569,432,598,664,920,787,529,729
  GNAO1,38,40,27,27,36,36,25,19,43,44,17,38
  GNAQ,1506,1329,1306,1533,1278,931,1423,1457,1866,1848,1228,1635
  GNAS,10041,10456,7787,9414,5617,3635,5677,6772,12935,9598,8066,10899
  GNAT1,331,303,238,368,244,206,240,259,348,302,247,375
  GNAT2,10,14,98,119,58,62,58,51,31,18,16,16
  GNAT3,5,0,6,10,2,3,1,1,5,7,1,2
  GNAZ,423,249,211,329,532,444,242,259,347,348,227,388
  GNB1,3221,3154,2387,3718,3283,2186,2179,2459,4305,3538,2613,5276
  GNB1L,141,122,359,354,641,526,970,1076,128,114,85,90
  GNB2,4381,4201,2215,2914,1883,1079,1787,2151,5389,4224,3351,4756
  GNB3,15,8,5,5,10,18,12,9,20,18,9,12
  GNB4,474,416,275,464,394,287,465,465,577,480,343,491
  GNB5,8,4,6,4,8,5,6,7,10,6,6,11
  GNE,1569,1669,1325,1963,5360,3982,6031,7569,2044,1738,1346,1797
  GNG10,1837,1591,2889,3117,674,410,1296,1151,1695,1309,1350,1222
  GNG11,33,59,6,28,19,4,35,10,43,28,29,45
  GNG12,308,278,168,333,236,144,223,208,488,297,322,423
  GNG13,3,3,2,3,0,0,1,3,5,2,3,0
  GNG2,3328,3319,1122,1504,996,604,929,1192,4223,3262,2605,3323
  GNG2-PS1,0,0,0,0,1,0,0,0,0,0,0,0
  GNG3,41,54,112,101,68,54,51,64,60,49,34,46
  GNG4,1,6,30,46,17,32,41,43,5,2,0,6
  GNG5,1786,1863,2402,2534,752,461,1129,1157,2413,1744,1529,1429
  GNG7,30,27,15,26,30,29,20,13,48,31,35,35
  GNG8,1,0,0,1,8,15,10,10,0,0,0,0
  GNGT1,137,104,65,89,119,80,91,74,133,115,77,129
  GNGT2,1622,1782,1273,1541,946,504,959,1291,2129,1641,1557,1688
  GNL1,1498,1295,2910,3244,1282,901,1506,1878,1741,1386,1068,1471
  GNL2,2083,2015,5046,6186,2784,2323,2916,3164,2850,2217,1689,1876
  GNL3,1689,1608,9960,10610,2764,2375,3630,3229,2277,1722,1350,1478
  GNL3L,2700,2542,3310,3798,1736,1344,2012,2150,3381,2723,2203,2735
  GNMT,33,43,89,95,56,88,44,42,33,41,20,56
  GNPAT,3429,2930,2941,3752,1636,1128,2243,2467,3501,3124,2306,3411
  GNPDA1,1055,1018,554,626,468,303,524,581,1471,1196,990,1147
  GNPDA2,1047,1040,686,915,510,379,572,586,1286,1101,882,999
  GNPNAT1,790,707,1289,1317,527,385,656,673,909,797,670,656
  GNPTAB,3231,2837,2287,3218,1382,984,1412,1526,3616,2967,2447,3281
  GNPTG,731,670,861,959,799,519,1088,1253,894,725,604,639
  GNRH1,56,54,68,76,25,19,35,19,61,55,35,49
  GNRHR,8,7,8,16,7,15,6,4,6,7,7,12
  GNS,7324,7228,6312,7276,4946,3243,4155,4808,11086,8503,6912,8711
  GOLGA1,2395,2177,2590,2920,1369,991,1585,1782,2684,2256,1620,2178
  GOLGA2,2381,2107,1819,2446,1491,1104,1469,1848,2885,2480,1719,2349
  GOLGA3,3722,3135,4041,5084,2940,2297,2881,3215,4397,3596,2773,3805
  GOLGA4,6155,5197,7348,8185,6152,5043,6438,7420,7487,6741,4745,5957
  GOLGA5,2421,2265,2419,3009,1635,1240,1929,2140,2788,2233,1801,1945
  GOLGA7,2171,2051,3537,3071,1867,1247,2441,2618,2651,2286,1866,2064
  GOLGA7B,15,14,6,14,36,16,12,10,11,19,10,21
  GOLGB1,5910,5270,4256,6681,5727,4807,5243,6104,7120,6460,4444,6282
  GOLIM4,727,597,898,1467,875,683,647,719,1085,802,637,837
  GOLM1,875,721,557,681,429,291,429,507,1239,1006,836,784
  GOLPH3,2650,2584,3580,2846,1265,828,1595,1707,3220,2574,2242,2253
  GOLPH3L,1496,1565,1633,1799,774,458,1014,1058,1993,1448,1288,1281
  GOLT1A,0,6,4,4,6,5,3,1,4,7,8,8
  GOLT1B,771,719,1566,1535,527,411,765,779,947,753,654,734
  GON4L,6482,5455,8181,9553,5543,4763,6535,6783,6662,6212,4337,6264
  GOPC,1904,1798,2087,2462,1459,1077,1274,1504,2521,2045,1535,2190
  GORAB,417,373,648,665,269,237,337,374,411,386,281,324
  GORASP1,421,401,558,609,274,180,376,407,520,362,326,371
  GORASP2,2602,2593,2612,3356,1567,1133,1573,1823,3392,2718,2000,2704
  GOSR1,1747,1629,2113,2293,1178,830,1311,1429,2176,1643,1453,1511
  GOSR2,3109,3226,5070,5118,2226,1654,2990,3411,4021,3096,2675,2911
  GOT1,833,677,1732,1729,689,524,1087,1099,1027,855,701,847
  GOT1L1,0,0,0,1,5,4,3,4,0,0,0,0
  GOT2,2156,2124,4298,5154,2339,1349,2482,3085,3723,2400,2030,1971
  GOT2-PS1,52,20,12,23,11,9,24,17,37,25,29,40
  GP1BA,243,262,222,323,188,160,168,186,341,304,213,274
  GP1BB,6,9,0,8,19,3,3,1,15,3,4,5
  GP2,14,11,2,7,5,7,9,3,15,12,9,13
  GP5,23,48,17,33,24,18,21,13,39,23,18,25
  GP6,158,131,63,107,87,94,63,60,135,155,109,180
  GP9,17,38,12,23,32,20,22,14,41,21,14,24
  GPA33,0,0,0,0,4,7,0,1,0,0,0,0
  GPAA1,581,469,761,690,333,213,463,574,686,554,419,470
  GPALPP1,2571,2427,3165,3543,1792,1260,2023,2392,3110,2412,1947,2279
  GPAM,748,792,1116,1378,570,444,823,911,811,660,488,657
  GPANK1,978,920,1400,1474,670,503,732,878,1186,914,697,844
  GPAT2,215,205,298,305,161,106,156,158,229,242,153,231
  GPAT4,1972,1769,3127,3317,1697,1276,2048,2254,2327,1853,1425,1970
  GPATCH1,657,661,737,1015,639,427,547,672,897,747,541,761
  GPATCH11,1162,1061,1263,1487,1105,835,1108,1359,1984,1756,1282,1601
  GPATCH2,1946,1805,1632,2042,1264,1041,1446,1619,2098,1901,1295,1765
  GPATCH2L,2457,2168,1727,1988,1236,960,1403,1516,2459,2068,1686,2248
  GPATCH3,432,380,585,652,369,339,493,583,477,420,275,373
  GPATCH4,716,702,3663,5276,1854,1487,1820,2234,965,710,603,701
  GPATCH8,3941,3599,4034,4568,3157,2518,3223,3663,4295,3988,2724,4202
  GPBAR1,10,20,15,22,10,7,7,8,15,10,6,21
  GPBP1,7479,6978,16172,11777,4736,4207,6182,6060,8733,6978,5657,6344
  GPBP1L1,6242,6039,6239,6106,3170,2314,4092,4438,6560,5456,4255,5103
  GPC1,88,32,33,59,51,47,61,53,80,73,57,97
  GPC2,102,104,53,82,69,31,52,105,96,77,81,76
  GPC3,1,1,3,3,1,4,2,2,4,2,1,1
  GPC4,49,31,7,30,26,14,16,10,42,46,46,77
  GPC5,32,10,6,12,16,18,12,7,29,27,10,25
  GPC6,260,252,95,353,493,612,226,302,254,257,185,338
  GPCPD1,8847,8489,5799,7708,2699,2034,3580,3631,9223,8376,6013,7894
  GPD1,179,164,68,121,134,75,76,84,335,204,282,256
  GPD1L,7216,7089,3507,3799,1371,848,1683,2043,6537,5640,4428,6099
  GPD2,2905,2716,2143,2207,1129,889,1382,1582,3469,2810,2357,2900
  GPER1,76,56,140,177,85,66,81,91,82,70,40,87
  GPHA2,8,4,10,1,6,4,5,2,8,9,7,8
  GPHB5,0,1,1,0,3,5,0,1,2,5,1,2
  GPHN,955,826,2930,3500,1733,1301,2279,2374,1285,1086,857,920
  GPI1,7298,6788,7127,8292,5930,3708,5215,6718,11092,8270,6532,7737
  GPIHBP1,13,27,2,30,14,9,5,5,15,13,17,15
  GPKOW,1389,1328,1199,1863,1547,1207,1485,1568,1792,1477,984,1737
  GPLD1,506,529,611,705,635,453,603,690,662,513,359,515
  GPM6A,23,7,10,12,26,17,2,8,80,45,57,22
  GPM6B,367,405,164,387,163,126,205,174,484,292,288,414
  GPN1,2102,1887,3900,4134,1698,1368,2309,2233,2206,1991,1420,2116
  GPN2,532,474,1044,1054,396,251,615,634,565,463,399,473
  GPN3,817,812,1395,1446,993,657,1490,1581,989,778,616,680
  GPNMB,96,119,66,90,105,129,78,77,97,122,91,135
  GPR1,14,18,27,63,14,10,21,15,21,9,3,18
  GPR101,0,0,0,0,4,1,0,1,0,0,0,0
  GPR107,4165,3600,4745,4853,3098,2448,4245,4340,4232,3918,2837,4035
  GPR108,1542,1374,1239,1292,754,556,840,1089,1859,1562,1175,1238
  GPR119,3,2,4,3,2,3,3,3,1,2,0,4
  GPR12,3,3,2,4,7,10,19,7,3,6,1,9
  GPR132,1904,1624,3099,2811,3751,3731,5426,5950,2060,2079,1411,1651
  GPR135,1,2,1,0,1,2,4,4,0,0,0,2
  GPR137,400,349,315,349,161,122,174,252,507,462,310,366
  GPR137B,2980,2810,1084,2045,1072,704,987,958,3521,3204,2535,3522
  GPR137C,251,196,250,168,105,108,145,132,310,352,215,275
  GPR139,0,0,0,1,1,5,0,0,0,0,0,0
  GPR141,335,336,177,395,330,161,236,164,379,289,400,353
  GPR142,1,1,0,1,2,1,0,0,0,0,0,0
  GPR143,0,0,0,0,3,4,0,0,0,0,0,0
  GPR146,1511,1327,296,473,376,281,331,307,1397,1282,981,1467
  GPR149,12,13,5,8,20,16,7,5,8,9,7,15
  GPR15,19,6,10,15,7,11,1,5,14,13,13,7
  GPR150,15,12,6,6,14,9,3,5,15,12,5,17
  GPR151,65,109,136,173,53,37,62,59,112,91,62,90
  GPR152,45,41,87,87,52,54,30,49,48,38,24,30
  GPR153,10,3,17,18,5,8,5,3,1,3,4,3
  GPR155,1653,1550,443,777,316,204,284,342,1744,1435,1011,1521
  GPR156,128,86,45,65,38,47,52,40,186,143,105,135
  GPR157,586,458,287,518,564,574,373,349,656,556,396,688
  GPR158,0,0,0,0,7,12,0,5,0,0,0,0
  GPR160,175,176,140,211,174,157,124,135,309,238,189,230
  GPR161,156,122,83,92,46,39,99,54,112,131,106,192
  GPR162,42,23,23,51,16,10,9,13,17,19,18,23
  GPR165,48,28,32,31,39,44,15,19,36,34,23,32
  GPR17,1,4,3,7,9,12,5,7,4,4,1,1
  GPR171,2187,1743,4112,1532,3475,2458,5219,6153,3346,3336,3005,2292
  GPR173,30,18,8,16,43,36,17,8,40,22,13,39
  GPR174,5527,5103,3907,4603,1503,1096,1552,1975,5593,5214,4017,4730
  GPR176,32,39,15,37,23,17,24,20,40,23,24,40
  GPR179,14,11,18,28,67,80,62,76,12,12,4,15
  GPR18,4238,3932,4025,4283,1798,1344,1760,2018,5238,4378,3409,3589
  GPR180,1089,890,911,1065,949,841,885,898,1007,950,815,1053
  GPR182,268,277,222,341,302,220,177,186,296,309,202,318
  GPR183,4829,4256,7649,7668,2258,1900,2590,3221,5184,4717,3558,3897
  GPR19,192,258,102,186,114,73,90,125,241,221,144,210
  GPR20,16,11,13,11,22,10,5,6,9,10,9,12
  GPR21,346,322,290,319,259,220,427,433,307,314,254,383
  GPR22,699,530,416,430,225,160,319,238,437,536,422,581
  GPR25,6,7,2,3,8,9,16,20,4,1,2,6
  GPR26,195,142,99,151,163,173,106,131,193,174,144,200
  GPR27,2,6,0,2,3,3,0,1,3,0,1,4
  GPR3,2,3,8,9,17,17,5,1,2,1,0,7
  GPR31B,4,8,7,22,17,16,14,10,22,18,10,6
  GPR33,1,7,0,1,6,3,5,4,7,3,3,1
  GPR34,317,274,198,356,169,81,146,145,550,466,361,266
  GPR35,701,653,346,565,511,334,486,391,826,768,644,702
  GPR37,593,458,306,472,671,839,330,378,537,595,380,688
  GPR37L1,1,0,0,0,4,5,0,1,0,1,0,1
  GPR39,0,0,0,0,1,3,0,1,0,0,0,0
  GPR4,70,100,128,141,82,59,80,103,96,96,69,88
  GPR45,13,11,16,22,18,24,18,13,17,13,9,24
  GPR50,0,0,0,0,3,7,0,0,0,0,0,0
  GPR55,184,175,153,181,645,578,609,798,535,419,351,214
  GPR6,0,0,0,0,1,2,0,0,0,0,0,0
  GPR61,30,28,30,47,36,24,38,46,39,33,20,31
  GPR62,1,8,3,3,1,3,1,2,3,3,3,4
  GPR63,19,13,17,15,10,19,15,6,11,15,9,20
  GPR65,1096,1174,2290,2462,1081,816,1061,996,1816,1521,1378,1147
  GPR68,326,213,111,229,812,714,713,863,337,322,203,328
  GPR75,16,19,9,23,12,19,15,8,21,19,11,27
  GPR82,42,30,32,53,17,21,33,17,44,38,30,28
  GPR83,80,61,26,47,37,27,23,32,71,60,42,56
  GPR84,1,5,1,9,2,2,6,8,9,2,4,3
  GPR85,2,4,8,12,16,19,12,7,9,3,1,5
  GPR87,1,0,2,0,5,4,2,0,3,3,2,6
  GPR88,8,17,1,1,4,4,2,3,3,3,5,5
  GPR89,1053,860,1458,1676,665,554,791,919,1152,1056,845,953
  GPRASP1,1877,1595,2848,2444,1102,833,1341,1544,2409,2259,1559,1886
  GPRASP2,35,30,40,32,23,36,16,24,47,55,42,73
  GPRC5A,1,1,1,2,13,17,16,14,0,1,1,0
  GPRC5B,12,17,6,12,16,18,14,10,8,6,4,14
  GPRC5C,156,120,48,78,88,61,81,56,109,128,96,111
  GPRC5D,1,0,0,1,1,3,0,3,0,0,0,0
  GPRC6A,0,0,0,0,3,3,0,0,0,0,0,0
  GPRIN1,2,1,0,0,8,6,0,2,0,1,5,0
  GPRIN2,0,0,0,2,4,10,3,1,0,0,2,0
  GPRIN3,169,46,62,101,124,163,124,95,117,122,74,99
  GPS1,2154,2102,5595,5401,1607,1087,2301,2666,2555,1966,1650,1774
  GPS2,1806,1844,2270,2810,1762,1246,1674,2234,2651,1959,1515,1748
  GPSM1,806,653,465,615,531,399,616,722,782,680,478,753
  GPSM2,91,103,78,122,93,50,68,74,254,130,127,105
  GPSM3,1861,1792,791,969,563,333,494,621,2011,1672,1187,1858
  GPT,114,121,184,138,70,54,91,123,129,112,112,124
  GPT2,138,124,421,284,104,71,95,104,172,165,123,123
  GPX1,5229,6037,4208,4968,2399,1153,2665,3143,7104,4884,4328,4823
  GPX2,23,13,14,11,6,4,8,4,17,9,12,17
  GPX2-PS1,19,16,17,20,4,10,9,14,19,14,11,23
  GPX3,121,140,65,143,139,129,102,106,167,138,101,150
  GPX4,2422,2349,860,1206,842,576,833,995,3236,2114,2224,1812
  GPX5,0,2,2,1,3,0,0,1,1,0,0,3
  GPX6,1,0,0,0,4,2,0,0,0,0,0,0
  GPX7,14,13,7,13,12,9,16,18,50,23,29,27
  GPX8,2,1,1,3,3,1,2,3,3,3,1,0
  GRAMD1A,7859,6610,5910,5762,4138,3290,4674,5565,7598,7432,5240,6626
  GRAMD1B,1416,1016,434,794,1023,961,940,987,1780,1520,1166,1311
  GRAMD1C,265,223,125,179,146,99,157,157,324,249,186,229
  GRAMD2,9,11,7,11,22,25,18,21,31,28,19,9
  GRAMD3,3099,2877,4343,4477,3531,3196,4338,3927,3665,3063,2369,3147
  GRAMD4,3198,3212,1810,2147,1928,1923,1703,1717,3309,2833,2102,3499
  GRAP,7780,6506,17860,20600,9332,6357,11301,12774,8687,7044,5424,6059
  GRAP2,4703,4150,1376,2261,1931,1389,1503,2258,4748,4207,2959,4700
  GRASP,156,166,191,287,261,244,199,260,155,150,108,188
  GRB10,43,31,6,54,87,69,156,175,49,37,55,22
  GRB14,35,28,20,31,39,40,24,25,36,43,34,44
  GRB2,4456,4145,4126,5059,3093,2030,2295,2972,6226,4882,3946,5474
  GRB7,399,284,178,230,67,65,66,84,409,419,257,453
  GRCC10,2732,2451,2171,2136,874,553,1062,1332,3176,2455,2033,2129
  GREB1,19,16,15,26,36,38,15,17,10,21,22,33
  GREB1L,556,528,418,537,258,259,281,273,529,459,328,599
  GREM1,166,101,56,116,188,211,70,64,108,124,77,202
  GREM2,0,0,0,0,1,1,0,0,0,0,1,0
  GRHL1,61,53,193,176,117,100,111,112,104,106,70,52
  GRHL2,9,3,4,1,12,11,0,6,4,4,3,3
  GRHL3,0,3,0,1,452,351,460,564,4,1,3,4
  GRHPR,480,416,725,933,436,286,639,768,624,432,332,455
  GRIA1,0,1,0,0,9,14,0,1,0,0,0,0
  GRIA2,135,134,92,140,210,253,126,134,138,135,84,161
  GRIA3,180,127,64,178,558,456,849,743,130,122,94,142
  GRIA4,30,26,16,16,19,20,15,24,19,13,15,21
  GRID1,146,120,91,132,137,149,87,94,156,156,98,164
  GRID2,18,20,5,26,44,44,12,16,10,18,21,27
  GRID2IP,8,6,8,7,14,11,3,4,6,10,4,8
  GRIFIN,3,3,0,4,1,4,0,3,1,4,2,1
  GRIK1,0,1,0,0,5,8,0,3,0,0,0,0
  GRIK2,103,82,42,52,37,27,34,32,100,91,57,105
  GRIK3,212,203,124,166,230,251,116,117,161,205,158,292
  GRIK4,133,139,90,109,160,168,81,73,129,141,84,152
  GRIK5,124,111,57,118,129,102,98,134,113,138,107,144
  GRIN1,119,95,72,115,89,62,80,67,112,107,66,137
  GRIN2A,94,73,47,59,49,48,33,43,70,84,41,126
  GRIN2B,114,85,69,101,133,159,60,58,87,107,69,113
  GRIN2C,30,30,12,26,24,27,7,3,20,23,16,11
  GRIN2D,25,22,29,42,35,30,20,32,39,38,32,19
  GRIN3A,146,203,131,184,113,98,92,117,197,156,103,180
  GRIN3B,32,40,70,69,43,35,43,60,64,53,30,46
  GRINA,1126,1213,517,847,632,436,702,729,1750,1294,1048,1254
  GRIP1,49,35,39,49,82,93,28,42,39,57,24,62
  GRIP2,1031,658,435,756,891,639,596,845,1142,944,724,912
  GRIPAP1,5258,4484,7732,11460,6755,5523,7570,8843,5966,5171,3610,5454
  GRK1,2488,2177,1480,2278,2755,2653,1732,2212,2898,2481,1665,2567
  GRK4,4251,3517,2610,3535,3583,3326,2911,2806,3986,4273,2957,4478
  GRK5,424,272,320,420,313,228,253,253,687,575,398,363
  GRK6,16145,14397,7405,8499,4545,3431,5801,6777,15045,14015,9970,14836
  GRM1,109,96,55,69,49,69,67,47,78,113,63,125
  GRM2,12,13,6,14,13,17,9,13,9,6,8,19
  GRM3,1,0,0,0,1,1,0,0,0,0,0,0
  GRM4,1,0,2,2,5,9,2,2,0,0,0,0
  GRM5,388,318,153,211,160,170,117,121,272,343,227,434
  GRM6,82,76,177,217,244,158,185,279,152,132,106,96
  GRM7,0,0,0,1,4,1,0,1,0,0,0,0
  GRM8,89,53,62,73,8,19,17,13,25,14,18,61
  GRN,2979,3082,3934,6637,2638,1550,2505,2623,4612,3573,3141,4365
  GRP,0,0,0,0,1,0,0,0,0,0,0,0
  GRPEL1,1427,1373,3190,3157,1057,738,1242,1400,1740,1173,1121,1239
  GRPEL2,2007,1952,3635,3679,1158,867,1451,1634,2488,1961,1511,1629
  GRPR,52,31,19,30,20,34,17,10,25,34,29,42
  GRRP1,2,7,1,9,8,2,3,1,2,3,4,6
  GRSF1,1482,1367,2004,2063,812,609,862,959,1884,1577,1161,1504
  GRTP1,279,254,299,362,187,147,178,188,331,295,189,305
  GRWD1,643,586,3798,3675,897,740,1636,1684,692,557,473,565
  GRXCR1,0,0,0,0,0,0,0,0,0,0,0,0
  GRXCR2,0,0,0,0,1,2,0,0,0,0,0,0
  GSAP,2229,1903,643,1532,1488,980,1292,1265,2752,2503,2099,2121
  GSC,0,0,0,0,1,2,0,0,0,0,0,0
  GSC2,0,0,0,0,1,2,0,1,0,1,0,0
  GSDMA,40,37,19,23,25,23,20,19,38,37,35,49
  GSDMA2,65,60,53,76,56,48,59,55,69,57,46,92
  GSDMA3,1,0,0,0,2,1,0,0,0,0,0,0
  GSDMC,2,0,3,12,10,15,4,1,0,1,0,1
  GSDMC2,1,1,6,6,5,8,2,0,0,0,0,2
  GSDMC3,0,0,2,4,9,10,0,5,0,0,0,0
  GSDMC4,11,9,113,97,54,95,36,27,6,6,5,9
  GSDMCL-PS,128,204,125,174,80,89,125,83,179,118,102,215
  GSDMCL1,0,2,8,7,4,5,0,0,1,4,1,0
  GSDMCL2,28,43,52,95,74,90,42,31,45,34,19,31
  GSDMD,2189,1878,1335,1799,1261,821,1681,1850,2481,2099,1717,1872
  GSE1,2908,2615,1060,1444,2471,2204,2905,3413,2622,2803,1719,3752
  GSG1,6,5,0,4,7,6,6,3,8,7,2,4
  GSG1L,826,736,239,477,827,714,467,584,677,765,533,748
  GSG1L2,0,0,0,0,1,3,0,0,2,0,0,0
  GSG2,307,292,309,313,189,96,190,202,437,380,281,266
  GSK3A,2316,2091,2431,2718,1411,909,1628,2007,2526,2261,1651,2258
  GSK3B,4520,4005,2782,3447,2440,1726,2487,2835,5006,4338,3354,5000
  GSKIP,561,508,579,624,279,189,370,442,590,503,449,476
  GSN,2547,2170,634,922,386,260,379,424,3324,2384,2171,2299
  GSPT1,3063,2864,7826,8580,2876,2053,3394,3658,3928,3044,2539,3012
  GSPT2,11,11,6,19,13,10,8,8,21,17,18,19
  GSR,627,760,434,932,860,452,658,459,1299,726,848,729
  GSS,459,448,424,592,985,760,1613,1772,554,460,441,544
  GSTA1,0,0,0,0,0,1,0,1,0,0,0,0
  GSTA2,0,1,0,0,0,4,0,0,0,2,0,2
  GSTA3,165,157,118,162,111,133,144,109,172,164,124,189
  GSTA4,42,23,6,28,13,7,18,11,47,43,43,38
  GSTCD,779,701,1699,1906,878,661,1163,1176,884,812,633,722
  GSTK1,96,75,43,65,44,22,47,38,166,112,104,94
  GSTM1,165,165,31,72,115,61,60,60,257,136,215,225
  GSTM2,45,36,12,37,38,25,23,35,34,46,32,60
