genes,WTvsMu_lfc,WTvsMu_FDR,IRvsMock_lfc,IRvsMock_FDR,Interaction_lfc,Interaction_FDR
Ndufs3,-0.113865485,0.999574161,1.236317968,4.10668E-05,-0.839740622,0.05276184
Insr,-0.178689376,0.999574161,-1.668563108,5.10105E-12,0.710608858,0.047013408
Fcer2a,-0.210904204,0.999574161,1.5119411,2.57306E-10,-0.283472153,0.510817092
Trim28,-0.160982001,0.999574161,1.762371265,1.33358E-09,-0.87697038,0.038820802
Adcy9,0.347736568,0.999574161,-0.873774255,0.03467645,-0.173419368,0.824885356
Mef2c,-0.221144846,0.999574161,-0.30310078,0.115889597,-0.346320208,0.188770733
Eif4g2,0.123382873,0.999574161,0.67597058,0.152301668,-1.078398926,0.073742281
Irag1,-0.033255272,0.999574161,-0.893035773,0.031828902,0.436991426,0.523008367
Pcyt1a,0.092279312,0.999574161,-0.55008048,0.003900672,-0.381161295,0.179094643
Zfp592,-0.113463662,0.999574161,-0.328931492,0.135254356,0.05465609,0.892728119
Insrr,-0.097450574,0.999574161,-0.476538517,0.611405057,2.192116909,0.021626592
Snx6,-0.043022683,0.999574161,0.785648734,0.001079478,-0.769439647,0.019127965
Mthfd2,0.093570265,0.999574161,2.603451734,1.04124E-18,-2.010155249,2.27291E-07
Tomm40l,-0.227629521,0.999574161,1.252808228,1.04148E-05,-0.432932867,0.356497225
Ampd3,-0.009822667,0.999574161,-1.199713002,6.27676E-07,0.444447852,0.247946913
Pard6a,-0.044341409,0.999574161,0.270135113,0.598931953,-0.584096077,0.349735144
Tfap4,0.146100835,0.999574161,2.911999877,5.54476E-41,-1.053082206,0.000532876
Ranbp1,0.117125765,0.999574161,3.047236154,2.61355E-48,-1.173988396,3.63092E-05
Psmb4,-0.217159326,0.999574161,1.297716371,0.000168677,-0.719715513,0.166237128
Mmp8,2.189876296,0.380381588,1.662482224,0.158525751,-0.202054216,0.925071066
Slc30a4,-0.244929332,0.999574161,0.638505088,0.010193732,-0.761209974,0.022050615
Sqor,0.365843498,0.999574161,-0.449463634,0.407468125,0.278987029,0.741007576
Gata6,-0.707339273,0.999574161,-0.302899819,0.886710806,1.132908206,0.628451694
Rsl1d1,-0.071990034,0.999574161,2.269058641,5.03596E-24,-1.15425675,0.000183273
Reep5,0.00482261,0.999574161,-1.275989063,4.43001E-08,0.200710133,0.649862924
Spo11,0.051314139,0.999574161,-1.464285255,3.46253E-05,1.105843806,0.023973778
Ctns,-0.174533511,0.999574161,-0.699550495,0.001404343,0.290700318,0.421566023
P2rx5,0.261292673,0.999574161,1.903109827,4.84308E-05,-0.820702084,0.269941214
Trpv1,0.675564732,0.999574161,3.680365554,0.308719167,1.56885947,NA
Tuft1,-0.150276707,0.999574161,1.563181805,1.61265E-09,0.158087996,0.762004667
Rcn1,0.060334717,0.999574161,2.280448627,2.50911E-24,-1.190656706,0.000109703
Trap1,0.023047824,0.999574161,1.658641089,4.16928E-17,-0.43092591,0.167608425
Atp5g1,-0.057378267,0.999574161,2.053466857,6.1215E-16,-0.898812052,0.014213508
Inpp5k,-0.622402199,0.024756712,-1.142656442,8.15436E-09,0.496029413,0.098020037
Eps8l1,0.050626858,0.999574161,-1.930124137,0.19227074,1.780846392,0.402970767
Prss16,0.072324086,0.999574161,0.488044116,0.521678151,-0.80954287,0.415317068
Epor,1.003721308,0.259753451,-0.129133881,0.860715163,-0.995777583,0.145231119
Ccdc159,0.044466342,0.999574161,0.535654656,0.726696938,2.848124497,0.052472053
Ttc5,-0.293940332,0.999574161,0.151385394,0.688901907,-0.145168525,0.780176718
Upk1a,-0.181237223,0.999574161,2.31683922,0.044157878,-0.612610765,0.771228648
Tmem147,-0.177319053,0.999574161,1.38714484,0.001110842,-0.45990582,0.533475284
Ggt5,0.343361737,0.999574161,-0.994565547,0.031429041,0.840946641,0.203198087
Ggt1,0.068849606,0.999574161,-2.044804917,0.133340446,2.149023685,0.243316074
Crip2,0.30598158,0.999574161,-1.404797816,0.00262036,2.705344243,2.2725E-06
Crip1,-0.228008536,0.999574161,-1.751709126,4.22615E-15,-0.365748743,0.33548196
Gcat,-0.219360269,0.999574161,1.664217382,0.00048801,-1.214617124,0.086170087
Tek,-0.450673315,0.999574161,0.780169396,0.472912108,0.745016515,0.63401528
Mpl,-0.234053323,0.999574161,-1.016559906,0.170684591,0.749526744,0.509261327
Nectin4,0.220217431,0.999574161,0.268451511,0.665781376,1.978730965,0.000650679
Neurl1a,-0.356065912,0.999574161,-1.187490081,0.248853216,1.034653979,0.494882415
Srm,0.201588044,0.999574161,2.816080827,6.79663E-55,-0.841790384,0.000943687
Epha2,-0.217973909,0.999574161,-0.053086652,0.919704797,4.863626409,9.26407E-45
Nsmf,-0.172685626,0.999574161,-0.58015315,0.015464347,0.142845205,0.748850581
Pdk1,-0.114658664,0.999574161,-0.17578541,0.382920628,-0.447806814,0.056222929
Mvd,-0.109040297,0.999574161,1.529815508,1.13899E-15,-1.111226201,1.72312E-05
Cryba2,0.11097325,0.999574161,0.487091252,0.769945341,0.725591425,0.737711197
Atp7b,0.903522218,0.999574161,2.033849439,0.028379733,-1.1939803,0.408868108
Slc4a1,-0.470697771,0.999574161,-1.100920689,0.611971067,-1.281564539,0.664595989
Slc4a3,-0.456540706,0.999574161,-1.450329254,0.051170105,-0.268027101,0.850949385
Snai3,-0.506381144,0.999574161,0.719822749,0.317058946,4.61764124,1.76123E-10
Aprt,0.034738267,0.999574161,2.390576732,7.14296E-11,0.613616159,0.314468839
Gtf2h1,-0.170134908,0.999574161,1.490619302,7.21099E-14,-0.695769362,0.015422758
Slc5a6,-0.117949966,0.999574161,1.909272452,4.42251E-12,-0.135994544,0.81267706
Pknox1,-0.183405737,0.999574161,1.307532469,4.94053E-05,-0.94932375,0.038435439
Gmnn,0.33820935,0.999574161,1.004635911,0.005204112,-1.50464282,0.001284311
Cyp27b1,-0.084785892,0.999574161,3.099423499,3.23229E-07,-0.703644624,0.519829166
Cdk4,-0.04762704,0.999574161,2.016158387,3.73902E-16,-1.285057687,0.000137797
Mettl1,-0.030499187,0.999574161,2.801111131,1.80195E-33,-0.624832226,0.079892559
Tspan31,0.230487885,0.999574161,-0.153546782,0.555783916,-0.219858204,0.522373919
Cnp,-0.135548376,0.999574161,-0.448343385,0.15718832,-0.175130733,0.746891641
Sulf2,-0.109360365,0.999574161,-0.611121405,0.190625485,3.534708544,3.66418E-13
Sod2,0.007460268,0.999574161,1.309311167,1.69911E-12,-1.040802883,2.77621E-05
Stambp,0.166660055,0.999574161,-0.696154364,0.148757243,0.724143622,0.283112858
Hap1,0.239656486,0.999574161,-0.365928233,0.445726119,-0.050040074,0.951893981
Hspa1l,0.065827971,0.999574161,1.604690954,0.00015076,-0.453225824,0.545713622
Msh5,-0.336993209,0.999574161,-0.883519712,0.009556364,0.647468565,0.198316942
Neu1,-0.14306528,0.999574161,0.225138687,0.234138412,-0.545918958,0.01525905
Ddah2,-0.505412264,0.999574161,-0.758287025,0.112387121,0.460979225,0.546558796
Atp1a4,0.450776625,0.999574161,3.396129134,0.292021077,1.243894585,NA
Casq1,0.27777528,0.999574161,2.12926655,0.037451147,0.085519667,0.968054408
Dennd2c,-0.113090915,0.999574161,-0.242723132,0.544615033,4.621530175,2.25631E-40
Gatad1,-0.083610664,0.999574161,0.064158075,0.841464517,-0.705999129,0.011529779
M6pr,0.005035344,0.999574161,1.357459337,9.99945E-10,-0.913897441,0.00316976
Tgfbr1,-0.060352977,0.999574161,0.122871959,0.607247926,-0.511055716,0.040289494
Gabrb2,-0.929668507,0.999574161,-0.76771023,0.59387326,2.549439206,0.101559253
Cav1,-0.699707344,0.999574161,-0.594116523,0.690663462,-0.194595323,0.932177529
Arpp19,-0.126761342,0.999574161,1.025813719,1.63179E-06,-0.712934095,0.018276327
Bcl2l1,-0.644452433,0.999574161,0.321123177,0.656534108,1.14240083,0.139177193
Ccdc124,0.178287195,0.999574161,2.018176013,1.51077E-18,-0.649125594,0.060897364
Cct4,0.02930551,0.999574161,1.702576759,7.98302E-12,-0.875898151,0.01405455
0610009B22Rik,0.119586263,0.999574161,1.028833809,0.030335811,-0.718509427,0.318232483
Cpt1c,-0.913179147,0.999574161,0.939201223,0.318002818,4.075896323,6.8383E-05
Zmiz1,0.004899762,0.999574161,-1.432054275,1.03632E-06,0.906142752,0.030512158
Ift43,1.362746642,0.774264544,-0.198564728,0.894723084,-0.555707899,0.741550185
Id3,-0.8491108,0.26458455,-1.172182862,0.002336625,0.176534607,0.815267947
Ctsd,0.765729396,0.259753451,-0.430835475,0.279469974,0.163008519,0.80673816
Hmgcll1,-0.592094732,0.999574161,-1.606428948,0.005161909,4.382245196,5.31712E-11
Abhd8,0.008690579,0.999574161,0.266926671,0.585080251,-0.258576508,0.709624623
Ift22,-0.334972892,0.930194188,-0.519927036,0.049174827,-0.40978728,0.300971644
Ap2s1,-0.077678527,0.999574161,0.532756327,0.087172004,-0.59644278,0.161688724
Brme1,-0.406742632,0.999574161,1.548747464,0.000219541,-0.261982859,0.75048766
Fbxw9,-0.119167306,0.999574161,-0.00657196,0.98988538,2.45176233,4.68231E-09
Cers4,0.023524841,0.999574161,-0.570046298,0.014556296,2.350066871,4.69047E-19
Snrpb2,-0.048755239,0.999574161,1.361230002,1.16826E-07,-0.916125257,0.011500656
Prpf31,-0.133222197,0.999574161,1.818394894,2.20405E-23,-0.633277726,0.01732079
Sertad1,-0.00272656,0.999574161,0.530180141,0.06703107,-0.606121593,0.125624179
Carhsp1,-0.120639578,0.999574161,-0.125170735,0.840674876,2.864401295,2.6738E-09
Elk3,-0.06304348,0.999574161,-0.235713061,0.274272505,-0.455445446,0.087093203
Nutf2,0.004997022,0.999574161,2.17111752,4.63943E-08,-0.928383686,0.125924441
Arpc5,-0.173202572,0.999574161,-0.151669521,0.639289856,-0.108788481,0.816430222
Rnf151,-0.154949306,0.999574161,1.275981549,0.410414311,-0.13187003,0.960797904
Mgst1,0.423314325,0.999574161,-1.516420497,0.000467675,0.90931429,0.15585819
Ubqln4,-0.083715786,0.999574161,1.683509101,8.38756E-12,-0.056052063,0.915662533
Cldn13,3.145904351,0.121645895,0.329534768,0.872303429,-3.127348171,0.081707053
Cd163,0.691835489,0.68012956,-0.223640747,0.687222014,0.25051186,0.741550185
Hdac5,-0.231918174,0.999574161,-0.796371175,1.26105E-05,0.348120852,0.224754641
Dynll1,-0.021760417,0.999574161,1.453871398,1.18649E-05,-1.056588786,0.023820337
Ap1b1,0.000466318,0.999574161,-0.028734207,0.938732421,-0.206725643,0.562806082
Gnat2,0.670548379,0.999574161,3.388907332,2.3381E-10,-0.976670447,0.251367019
Prr29,-0.293443361,0.999574161,-0.153500216,0.827290937,-0.134505632,0.884058669
Trpm5,-0.01648601,0.999574161,1.798440642,2.58839E-07,0.535122068,0.358235106
Trpm2,0.710328345,0.015617574,-0.070940434,0.841852084,1.104147382,0.000141752
Mpo,0.073302251,0.999574161,-0.782048073,0.28826388,1.104875078,0.251509179
Met,-0.36815101,0.999574161,-0.312446098,0.743499826,0.453986106,0.71872307
Syn2,-0.082641122,0.999574161,-0.465667074,0.573644437,-0.007668846,0.995285509
Nav1,0.21559605,0.999574161,-0.303894472,0.533863579,0.029714774,0.971844007
6330409D20Rik,0.241672378,0.999574161,-0.998071527,0.00158015,0.91768824,0.034548718
Fpgs,0.133687212,0.999574161,2.279242269,6.0553E-28,-0.731610287,0.015939137
Cbx5,0.10816492,0.999574161,1.627289854,2.29786E-10,-1.165535292,0.000951117
Tex15,0.472170626,0.999574161,4.173727886,2.8736E-13,3.845269547,1.26251E-07
Ppp2cb,-0.085209653,0.999574161,0.501285017,0.083651669,-0.540225323,0.177640062
Oit3,-0.518692732,0.999574161,-1.284795545,0.462661969,0.926018958,0.72881735
Fxyd5,0.42595936,0.809408331,-0.737107915,0.008238359,0.60992465,0.12407447
Kcnd1,0.505492625,0.999574161,1.756652691,6.54516E-05,0.012863733,0.989275208
Pou6f2,-0.25258813,0.999574161,-0.153509943,0.926674418,1.469475692,0.324517344
Pou6f1,0.251105827,0.999574161,-1.9510953,4.11973E-14,0.73078553,0.057487722
Sdhb,-0.115864745,0.999574161,0.924600848,0.0003771,-0.6883469,0.064083204
Nxf2,-0.626617607,0.999574161,1.137969287,0.373405493,0.982424038,0.608218217
Kif19a,0.06579459,0.999574161,-1.956862778,4.99982E-07,0.809091548,0.176694259
Aldh3a2,0.031241522,0.999574161,0.072155954,0.84335474,-0.364387752,0.325611126
Hyal2,-0.012947363,0.999574161,1.591534633,4.70685E-07,-0.352852308,0.53629587
Ifrd2,-0.042922688,0.999574161,2.835570326,8.38E-34,-1.053580444,0.001429348
Pifo,-0.171245832,0.999574161,-1.730868468,0.017002148,0.012703459,0.992224842
Tnfrsf13b,-0.12840822,0.999574161,-0.56766582,0.031533669,-0.788536236,0.022120914
Prox1,-0.143116945,0.999574161,-0.468416959,0.750618259,0.657486909,0.736974089
Tmem86a,0.438559001,0.999574161,-0.730525352,0.115239762,0.544968074,0.433594568
Myt1,0.163207556,0.999574161,2.616997411,0.011546876,0.412343077,0.838431135
Tsacc,-0.051677189,0.999574161,1.380540214,5.38224E-05,0.110959191,0.875142433
Mettl16,-0.055268666,0.999574161,1.691926828,6.53464E-19,-0.682209246,0.013259886
Psen2,-0.059976365,0.999574161,-0.309059199,0.129896941,-0.297762185,0.30787542
Fads1,0.739129107,0.158485181,0.908539199,0.002814782,-1.465015636,0.000165463
Lmbr1,0.014787607,0.999574161,-0.468332804,0.280161455,0.168236826,0.81885237
Cars,0.010721096,0.999574161,1.851804309,1.14647E-22,-0.595466963,0.033785608
Kdelr3,-0.219121214,0.999574161,-0.062353497,0.953093085,0.08307438,0.944240326
Apip,-0.014406723,0.999574161,0.130330466,0.738340513,-0.470670637,0.2685846
Mcoln2,0.06706506,0.999574161,-0.906407731,1.43739E-06,-0.867308548,0.000712021
Slc5a1,0.6756043,0.999574161,0.224296725,0.965684175,6.40361113,0.07012462
Tbrg1,-0.019578389,0.999574161,0.618161576,0.012451016,-0.822602198,0.011463089
Adssl1,0.073237795,0.999574161,-0.932530609,0.067648829,0.394277549,0.647762818
Cfap161,1.063059809,0.999574161,3.472116352,0.007762727,-1.176981139,0.598856381
Odc1,0.193701439,0.999574161,2.877498848,1.15239E-24,-0.403922559,0.411462797
Pabpc4,0.17603668,0.999574161,2.029895649,3.65243E-39,-0.471524943,0.042814629
Exoc3l2,-0.25918124,0.999574161,-1.233547192,0.185419538,1.772375163,0.137085254
Slc25a41,-0.714630661,0.999574161,0.860887294,0.665992315,1.876005634,NA
Pinlyp,-0.35370886,0.999574161,-1.926940268,0.187331297,4.505069801,0.004684135
Pgam1,0.031140182,0.999574161,1.885885102,7.00532E-12,-1.029548667,0.008401558
Evi5,-0.034086498,0.999574161,-0.411643231,0.031067857,-0.166317552,0.61169397
Evi5l,-0.127775052,0.999574161,-1.29667237,3.83253E-08,0.588829244,0.097566186
Scarf2,-0.413214543,0.999574161,0.233606556,0.828543452,3.662941151,2.79262E-05
Mogat1,0.753725483,0.999574161,-0.458102423,0.768790974,-1.423034187,0.433773288
Tmem167,-0.124499871,0.999574161,1.017322905,2.41178E-05,-0.770502892,0.022837729
Steap4,-0.131306664,0.999574161,-1.120681875,0.139120202,0.375524428,0.774866899
Kif11,0.602882196,0.76414849,0.56354512,0.179215131,-1.562640252,0.001438722
Rpa3,-0.188878457,0.999574161,0.757526702,0.021140713,-0.887207703,0.047082077
Mlkl,0.168880182,0.999574161,-0.684772527,0.157306056,0.532779837,0.463500943
Acp4,0.075258141,0.999574161,2.82613147,8.78993E-12,-1.28232232,0.035799975
Etv5,0.134270834,0.999574161,-0.848596114,0.023558083,1.423063123,0.00269317
Tmem190,0.009375321,0.999574161,2.227560451,8.22066E-05,-1.380965421,0.102889446
Enkd1,-0.402962822,0.999574161,0.345613326,0.671345989,-0.854871969,0.381475995
Atp6v0d1,0.051612093,0.999574161,-0.530823558,0.006111387,0.29836031,0.322224098
Ptprs,-0.491470133,0.872308815,1.683729399,1.04457E-07,0.054060529,0.938292831
Fer1l4,0.986139131,0.999574161,0.887012443,0.710920343,1.341668478,0.651861723
4931406B18Rik,0.039653524,0.999574161,-0.277079744,0.828543452,1.836197678,0.129006878
Zfp651,0.248393865,0.999574161,1.070636302,0.092589937,1.874544397,0.015512433
Card14,-0.191464308,0.999574161,-1.437822782,0.138108685,0.357974651,0.841113932
Snx31,0.596135581,0.999574161,-0.829388805,0.254301224,-0.162363989,0.899601215
Cad,0.127380356,0.999574161,2.214531438,7.34726E-18,1.488003028,1.59725E-05
Atad1,0.002964082,0.999574161,1.390562167,4.60524E-10,-1.056223806,0.000529691
Timm23,0.531911884,0.918919503,1.786267317,1.72612E-06,-1.322324893,0.011365184
Tnfaip8l2,-0.278707125,0.89576735,-0.857379406,9.36848E-06,-0.28595032,0.377036404
Trnt1,-0.162713122,0.999574161,1.06540028,1.23539E-06,-1.039802909,0.00042733
Elof1,-0.231259833,0.999574161,0.463017559,0.170611297,-0.477972141,0.316946211
St3gal1,-0.103964991,0.999574161,-1.013302893,0.005397855,-0.288788336,0.658130522
Mcemp1,-0.090138022,0.999574161,1.341745069,0.001081591,0.264377586,0.737099279
Dynlt2b,0.127324837,0.999574161,-0.180166872,0.694810395,-0.572466148,0.268096936
Chp1,-0.179688623,0.999574161,-0.619874327,0.006269424,0.125952493,0.768333413
Cacybp,0.095871166,0.999574161,2.509935186,1.76997E-14,-1.965873958,6.24433E-06
Ndufa2,-0.147814343,0.999574161,0.689095877,0.126345271,-0.434717708,0.540872376
Pam16,-0.106852094,0.999574161,1.483832193,1.25986E-07,-0.01965303,0.976378849
Mertk,0.354877121,0.999574161,-0.716264747,0.030554004,0.361941357,0.501369374
Piezo1,0.081893051,0.999574161,1.260293661,5.77448E-10,0.813942281,0.004252182
Blk,-0.101297313,0.999574161,-0.99734688,6.61065E-07,-0.177081026,0.636862722
Rnf166,-0.022425292,0.999574161,0.641820459,0.004481048,-0.744358172,0.01419306
Pkd2l2,0.011456112,0.999574161,-0.452664966,0.204842678,-0.038081785,0.955456305
Klra17,-0.933196619,0.872308815,0.317274154,0.714550476,-0.803994615,0.461651044
Wdfy2,0.245409266,0.999574161,-0.593109093,0.01961827,0.259354982,0.542222769
Csf1,-0.14748482,0.999574161,0.918704034,0.002637052,2.140194736,5.71452E-09
Kif1a,1.338859652,0.699567743,0.219212284,0.861037132,0.294845667,0.850949385
Slc25a11,-0.11171494,0.999574161,0.437926439,0.276848224,-0.524970212,0.340859458
Ceacam16,-0.427963297,0.572001815,-1.288851612,2.21692E-08,0.818330604,0.012617158
Ankrd53,0.025715454,0.999574161,0.960324919,0.193368593,-0.742391591,0.511051196
Pdcd2,-0.001232867,0.999574161,1.234431157,1.39496E-05,-0.911790386,0.023011823
Nol3,-0.262049653,0.999574161,-1.1852552,0.288006757,1.089620961,0.502068806
Slc9a5,-0.093415704,0.999574161,-0.176898785,0.761184989,-0.186299734,0.815433887
Adamts13,0.414340465,0.999574161,-0.681797292,0.514231443,0.571040094,0.706537554
Surf4,-0.027016705,0.999574161,0.810325877,0.000776348,-0.814951153,0.013041738
Surf2,-0.022464632,0.999574161,1.989941935,4.48741E-27,-0.779845573,0.003033856
Naf1,0.050744734,0.999574161,2.060791171,1.836E-19,-1.463028683,1.78223E-06
Ppp1cb,-0.165302704,0.999574161,0.230793579,0.518398436,-0.383074975,0.39783839
Trappc2l,-0.03320246,0.999574161,0.318681913,0.313192199,-0.565568206,0.154592569
Galns,-0.141092184,0.999574161,-0.632137101,0.000839321,-0.336438359,0.2545195
Gata2,-0.707484725,0.999574161,-0.627875309,0.666432728,1.078140582,0.561198961
Clic3,-0.337442474,0.999574161,0.000693136,0.998829977,-0.497998497,0.381112865
Slc25a13,-0.288252036,0.999574161,1.535947921,5.83299E-08,-0.439792618,0.360638411
Tsr3,-0.076081352,0.999574161,1.574587311,5.13924E-09,-0.670858895,0.100696885
Actn1,0.398116327,0.999574161,-0.939339151,0.014902941,0.599222166,0.30787542
Nolc1,0.074802456,0.999574161,2.893031501,1.45329E-63,-1.134729019,8.1607E-07
Map2,-0.141116444,0.999574161,-1.808453081,0.002069183,0.669111858,0.502493963
Abca1,0.119624539,0.999574161,-1.185082031,1.13497E-06,0.306592868,0.469105882
Nipsnap3b,-0.04882976,0.999574161,0.287640826,0.429525717,-0.629118485,0.14945933
Ubl4a,-0.163376588,0.999574161,1.193584472,9.36848E-06,-0.836776199,0.029069525
Gdi1,-0.044802278,0.999574161,-0.530072133,0.017251032,0.200353295,0.60224067
Sash1,0.206914989,0.999574161,-0.665229307,0.070200832,0.205186792,0.753971258
Slamf6,-0.12301482,0.999574161,-0.338683069,0.018492199,-0.138093465,0.572880196
Slamf1,-0.238273404,0.996443867,0.095961601,0.715381548,-1.004561095,2.27415E-05
Cybb,0.227363339,0.999574161,0.379969849,0.060463804,-0.956446999,6.99574E-05
Xk,0.162543044,0.999574161,0.27423434,0.341955949,-0.972136719,0.002601189
Pcolce2,0.274610594,0.999574161,-0.621147714,0.04637204,-0.011603864,0.985741789
Cd48,-0.082705936,0.999574161,0.378547963,0.247933917,-0.666123168,0.104466879
Cd83,-0.042222984,0.999574161,2.189493726,6.44694E-14,-0.455824548,0.358972058
Notch4,-0.32610923,0.999574161,-0.517527179,0.142003471,0.22624107,0.706596077
Ppt2,0.341653556,0.999574161,-0.4790972,0.249940971,0.081488563,0.911270126
Fam163a,-0.835413482,0.999574161,-0.156009539,0.970437943,3.108383424,NA
Hivep2,-0.11529997,0.999574161,-0.794926502,0.000241451,0.077595778,0.860387919
Itga2,0.147101726,0.999574161,-0.0982141,0.917764051,0.215506089,0.845846207
Atp6v0e,-0.01006013,0.999574161,0.219739577,0.422965041,-0.462682748,0.160415387
Zfp318,-0.058107997,0.999574161,-0.925296188,0.000109928,0.577181698,0.100175585
Ttbk1,0.26828681,0.999574161,-1.817745433,0.008060589,1.480261116,0.126894218
Hspa8,0.166767161,0.999574161,3.001994797,1.56628E-14,-2.172172337,3.39495E-05
Psma2,-0.157142443,0.999574161,1.311400218,4.48746E-07,-0.914430767,0.012332192
Plekho1,-0.293194984,0.86374204,-0.807336723,2.6052E-05,-0.12107182,0.748407198
Aph1a,-0.123098841,0.999574161,0.681465573,0.011456709,-0.67048735,0.072876039
Eps8,-0.352955324,0.980490136,-1.621398058,8.59736E-10,1.738916826,3.32916E-07
Med22,-0.166504839,0.999574161,0.446331516,0.194249593,-0.519537178,0.271432019
Med28,0.000161345,0.999883177,0.858118992,0.009093025,-0.918510864,0.040319813
Qdpr,0.059107591,0.999574161,1.397689472,1.92717E-05,-1.11076238,0.015071386
Gnrh1,-0.206247435,0.999574161,0.614898941,0.255570817,-0.771404791,0.308033909
Rxrg,0.006438257,0.999574161,-0.830350173,0.467929605,1.29680217,0.373032651
